checkpoint_name,train_mode,n_mem_tokens,num_samples,num_recovered_texts,avg_loss,avg_accuracy,overall_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path
gpt2_to_llama8b_to_llama3b_converter_only_mem8_len128_100000samples_20260416_175224,converter_only,8,1000,1000,1.120876,0.717734,0.717734,0.258217,0.628579,0.326507,0.195084,0.128321,0.494167,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama3b_converter_only_mem8_len128_100000samples_20260416_175224
gpt2_to_llama8b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260422_204230,encoder_converter,16,1000,1000,0.571190,0.858094,0.858094,0.566420,0.790834,0.608737,0.508335,0.440119,0.734281,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260422_204230
gpt2_to_llama8b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260410_013128,encoder_converter,32,1000,1000,0.336864,0.923594,0.923594,0.763939,0.873731,0.785836,0.732157,0.688942,0.849966,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260410_013128
gpt2_to_llama8b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260416_180833,encoder_converter,8,1000,1000,1.171234,0.706008,0.706008,0.247682,0.608424,0.316468,0.187650,0.123530,0.473400,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260416_180833
gpt2_to_llama8b_to_llama8b_converter_only_mem16_len128_100000samples_20260422_210523,converter_only,16,1000,1000,0.221705,0.942797,0.942797,0.780945,0.896279,0.802667,0.747841,0.704206,0.873563,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama8b_converter_only_mem16_len128_100000samples_20260422_210523
gpt2_to_llama8b_to_llama8b_converter_only_mem32_len128_100000samples_20260410_015806,converter_only,32,1000,1000,0.134293,0.968016,0.968016,0.890345,0.937511,0.900523,0.874894,0.854354,0.927593,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama8b_converter_only_mem32_len128_100000samples_20260410_015806
gpt2_to_llama8b_to_llama8b_converter_only_mem8_len128_100000samples_20260416_182848,converter_only,8,1000,1000,0.547068,0.850211,0.850211,0.507183,0.783361,0.561141,0.442016,0.362321,0.698793,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama8b_converter_only_mem8_len128_100000samples_20260416_182848
gpt2_to_llama8b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260422_212838,encoder_converter,16,1000,1000,0.216598,0.944375,0.944375,0.798487,0.902446,0.818415,0.767429,0.728584,0.882049,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260422_212838
gpt2_to_llama8b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260410_015806,encoder_converter,32,1000,1000,0.135256,0.967758,0.967758,0.890019,0.936703,0.900003,0.874787,0.855285,0.925392,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260410_015806
gpt2_to_llama8b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260416_184905,encoder_converter,8,1000,1000,0.535526,0.853789,0.853789,0.523905,0.794752,0.574652,0.458949,0.380193,0.714146,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260416_184905
gpt2_to_llama8b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260423_000258,converter_only,16,1000,1000,0.362817,0.898078,0.898078,0.632123,0.815864,0.673422,0.580949,0.518018,0.787512,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260423_000258
gpt2_to_llama8b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260410_035406,converter_only,32,1000,1000,0.156424,0.955906,0.955906,0.838367,0.924186,0.858020,0.813301,0.773694,0.915238,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260410_035406
gpt2_to_llama8b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260416_211239,converter_only,8,1000,1000,0.874699,0.767000,0.767000,0.267068,0.614266,0.336260,0.205067,0.136169,0.493571,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260416_211239
gpt2_to_llama8b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260423_002645,encoder_converter,16,1000,1000,0.386852,0.893180,0.893180,0.619650,0.811774,0.657437,0.567650,0.497675,0.771482,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260423_002645
gpt2_to_llama8b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260410_035406,encoder_converter,32,1000,1000,0.159983,0.955297,0.955297,0.815769,0.904546,0.834412,0.790653,0.752577,0.896085,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_llama8b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260410_035406
